Norway,1961,31.77,,,,,,19.78,,,,,,6.76,,,,,,4.29,,,,1.53,,,,1.01,,,,,,,,,,11.99,,,,13.02,,,,2.47,,,,2.75,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2605.232,2605.232,,,,21349.0635,,,0.0909742,90077.05,,,,,90077.05,286187.21,,,,356377.77,,,,608768.09,,,,772213.08,,,,1380488.28,,,,3783236.22,,,,68287.04,,,,,,,215996.64,,,,293280.19,,,,445323.11,,,,620144.28,,,,1113516.29,,,,,,196492.79,,,,242821.3,,,,402703.51,,,,505578.7,,,,854721.46,,,,2110164.18,,,,1083445.97,,,,,,,,,,,,,,,,,,,2.812,1.552
Norway,1962,32.2,,,,,,19.87,,,,,,6.57,,,,,,4.11,,,,1.42,,,,0.92,,,,,,,,,,12.33,,,,13.3,,,,2.46,,,,2.68,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636.144,2636.144,,,,22995.92579,,,0.0957672,91088.8,,,,,91088.8,293298.01,,,,361958.61,,,,598435.99,,,,747912.92,,,,1295588.57,,,,3370285.51,,,,68621.11,,,,,,,224637.4,,,,302839.27,,,,448959.06,,,,610994.01,,,,1065066.69,,,,,,204475.77,,,,251409.42,,,,408840.65,,,,503733.16,,,,824617.97,,,,1970931.82,,,,1054561.9,,,,,,,,,,,,,,,,,,,2.981,1.505
Norway,1963,32.03,,,,,,19.67,,,,,,6.43,,,,,,3.98,,,,1.35,,,,0.87,,,,,,,,,,12.37,,,,13.24,,,,2.44,,,,2.63,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2671.368,2671.368,,,,24916.31042,,,0.098245,94937.89,,,,,94937.89,304132.36,,,,373399.3,,,,610144.57,,,,756232.19,,,,1280602.4,,,,3322826.3,,,,71694.06,,,,,,,234865.42,,,,314212.99,,,,464056.95,,,,625139.63,,,,1053688.63,,,,,,213759.3,,,,263023.37,,,,422421.26,,,,519800.12,,,,825019.98,,,,1890624.05,,,,1017066.3,,,,,,,,,,,,,,,,,,,3.106,1.475
Norway,1964,31.45,,,,,,19.3,,,,,,6.28,,,,,,3.88,,,,1.31,,,,0.85,,,,,,,,,,12.15,,,,13.02,,,,2.39,,,,2.57,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2701.191,2701.191,,,,27564.17857,,,0.1038248,98285.31,,,,,98285.31,309089.82,,,,379296,,,,616854.17,,,,763451.36,,,,1289806.95,,,,3341700.58,,,,74862.59,,,,,,,238883.64,,,,319906.46,,,,470256.97,,,,631862.47,,,,1061818.77,,,,,,217064.5,,,,266993.58,,,,429323.85,,,,526437.65,,,,834485.64,,,,1944746.9,,,,1043843.69,,,,,,,,,,,,,,,,,,,3.122,1.471
Norway,1965,30.65,,,,,,18.65,,,,,,5.99,,,,,,3.69,,,,1.23,,,,0.79,,,,,,,,,,12,,,,12.66,,,,2.3,,,,2.45,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728.751,2728.751,,,,30590.10902,,,0.1082474,103561.81,,,,,103561.81,317374.34,,,,386270.52,,,,619869,,,,763616.19,,,,1275640.29,,,,3313977.8,,,,79804.86,,,,,,,248478.16,,,,327870.9,,,,476121.8,,,,635610.17,,,,1049158.34,,,,,,227423.73,,,,275929.35,,,,436010.87,,,,532190.65,,,,831626.48,,,,1914488.67,,,,1045446.76,,,,,,,,,,,,,,,,,,,3.191,1.457
Norway,1966,31.05,,,,,,18.89,,,,,,5.99,,,,,,3.66,,,,1.2,,,,0.76,,,,,,,,,,12.15,,,,12.9,,,,2.33,,,,2.46,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2753.72,2753.72,,,,32847.02639,,,0.1117674,106723.78,,,,,106723.78,331347.22,,,,403285.53,,,,639806.69,,,,781475.4,,,,1285049.45,,,,3308437.1,,,,81765.62,,,,,,,259408.91,,,,344155.24,,,,498137.99,,,,655581.89,,,,1060228.6,,,,,,237054.08,,,,288850.08,,,,456911.99,,,,553704.14,,,,855725.79,,,,1898226.94,,,,1076728.39,,,,,,,,,,,,,,,,,,,3.302,1.434
Norway,1967,30.38,,,,,,18.42,,,,,,5.67,,,,,,3.41,,,,1.08,,,,0.68,,,,,,,,,,11.96,,,,12.75,,,,2.26,,,,2.33,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2708.495,2708.495,,,,35865.08203,,,0.1167222,113446.3,,,,,113446.3,344654.47,,,,418038.11,,,,643534.08,,,,774219.07,,,,1228979.67,,,,2872172.42,,,,87756.5,,,,,,,271270.82,,,,361664.12,,,,512849.09,,,,660528.92,,,,1046402.7,,,,,,247596.44,,,,302427.48,,,,473774.5,,,,565445.15,,,,847310.99,,,,1690338.3,,,,1003236.77,,,,,,,,,,,,,,,,,,,3.559,1.391
Norway,1968,30.77,,,,,,18.71,,,,,,5.8,,,,,,3.51,,,,1.13,,,,0.72,,,,,,,,,,12.06,,,,12.91,,,,2.3,,,,2.38,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749.724,2749.724,,,,38272.36328,,,0.1207744,115244.79,,,,,115244.79,354573.49,,,,431255.17,,,,668770.35,,,,808387.62,,,,1303814.7,,,,3106683.61,,,,88652.71,,,,,,,277891.82,,,,371876.38,,,,529153.08,,,,684530.85,,,,1103495.93,,,,,,253364.97,,,,310496.29,,,,487686.17,,,,583733.02,,,,881809.46,,,,1870429.64,,,,1057343.36,,,,,,,,,,,,,,,,,,,3.449,1.408
Norway,1969,30.96,,,,,,18.9,,,,,,5.93,,,,,,3.6,,,,1.18,,,,0.75,,,,,,,,,,12.06,,,,12.97,,,,2.32,,,,2.42,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2777.085,2777.085,,,,41542.89062,,,0.1244792,120174.08,,,,,120174.08,372003.53,,,,454242.19,,,,712162.2,,,,866346.41,,,,1421595.99,,,,3514763.24,,,,92193.03,,,,,,,289764.88,,,,389762.19,,,,557978,,,,727534.01,,,,1189021.85,,,,,,263497.86,,,,324552.25,,,,514142.17,,,,616167.26,,,,944736.24,,,,1969003.85,,,,1143162.99,,,,,,,,,,,,,,,,,,,3.331,1.429
Norway,1970,29.84,,,,,,18.29,,,,,,5.85,,,,,,3.6,,,,1.21,,,,0.78,,,,,,,,,,11.55,,,,12.44,,,,2.25,,,,2.39,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2804.213,2804.213,,,,47014.21875,,,0.1376312,121815.18,,,,,121815.18,363507.14,,,,445610.69,,,,712996.29,,,,877394.79,,,,1469753.51,,,,3619519.36,,,,94960.52,,,,,,,281403.6,,,,378764.28,,,,548597.8,,,,729305.11,,,,1230890.64,,,,,,256482.58,,,,315335.52,,,,502793.05,,,,610326.82,,,,957631.85,,,,2021053.68,,,,1174879.13,,,,,,,,,,,,,,,,,,,3.183,1.458
Norway,1971,30.4,,,,,,18.59,,,,,,5.91,,,,,,3.63,,,,1.21,,,,0.78,,,,,,,,,,11.81,,,,12.68,,,,2.28,,,,2.41,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2831.511,2831.511,,,,52095.05859,,,0.146244,125805.67,,,,,125805.67,382427.72,,,,467738.56,,,,743140.67,,,,912397.74,,,,1527950.24,,,,3787635.36,,,,97292.1,,,,,,,297116.88,,,,398888.03,,,,573883.61,,,,758509.61,,,,1276874.11,,,,,,270780.33,,,,332321.31,,,,526517.3,,,,637291.07,,,,1000382.87,,,,2147096.52,,,,1220562.83,,,,,,,,,,,,,,,,,,,3.194,1.456
Norway,1972,29.94,,,,,,18.25,,,,,,5.74,,,,,,3.51,,,,1.17,,,,0.74,,,,,,,,,,11.7,,,,12.5,,,,2.23,,,,2.35,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2859.109,2859.109,,,,57432.48438,,,0.1568032,128106.76,,,,,128106.76,383572.95,,,,467469.21,,,,735746.81,,,,900077.67,,,,1492535.79,,,,3696945.74,,,,99721.63,,,,,,,299676.69,,,,400399.81,,,,571415.96,,,,751963.14,,,,1247601.36,,,,,,272953.65,,,,334814.64,,,,526137.3,,,,633915.72,,,,989138.12,,,,2049703.36,,,,1202781.75,,,,,,,,,,,,,,,,,,,3.255,1.443
Norway,1973,29.24,,,,,,17.85,,,,,,5.64,,,,,,3.46,,,,1.14,,,,0.72,,,,,,,,,,11.4,,,,12.21,,,,2.19,,,,2.32,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2886.899,2886.899,,,,64932.55469,,,0.1684728,133506.11,,,,,133506.11,390430.63,,,,476525.51,,,,753157.72,,,,922650.19,,,,1517407.08,,,,3614616.48,,,,104958.94,,,,,,,304335.76,,,,407367.46,,,,583665.25,,,,773960.97,,,,1284383.81,,,,,,277196.1,,,,340114.27,,,,535991.6,,,,648769.45,,,,1013813.57,,,,2125565.79,,,,1230465.76,,,,,,,,,,,,,,,,,,,3.287,1.437
Norway,1974,28.58,,,,,,17.38,,,,,,5.48,,,,,,3.36,,,,1.13,,,,0.74,,,,,,,,,,11.2,,,,11.9,,,,2.12,,,,2.23,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2913.207,2913.207,,,,74602.75781,,,0.1843334,138924.71,,,,,138924.71,396978.27,,,,482833.37,,,,761280.58,,,,933431.26,,,,1572034.44,,,,4242068.97,,,,110252.09,,,,,,,311123.16,,,,413221.57,,,,589129.9,,,,773780.46,,,,1275363.94,,,,,,284267.53,,,,346654.48,,,,540867.79,,,,654249.31,,,,1006871.24,,,,2101626.71,,,,1221699.37,,,,,,,,,,,,,,,,,,,3.175,1.46
Norway,1975,29.03,,,,,,17.5,,,,,,5.41,,,,,,3.28,,,,1.07,,,,0.68,,,,,,,,,,11.53,,,,12.09,,,,2.12,,,,2.21,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2939.672,2939.672,,,,86417.65625,,,0.2059134,142764.09,,,,,142764.09,414496.36,,,,499636.46,,,,772152.6,,,,937787.85,,,,1532232.5,,,,3719002.97,,,,112571.61,,,,,,,329356.26,,,,431507.42,,,,606517.35,,,,789176.69,,,,1289258,,,,,,302554.37,,,,365202.06,,,,558487.2,,,,670670.28,,,,1027859.27,,,,2057175.46,,,,1246154.92,,,,,,,,,,,,,,,,,,,3.36,1.424
Norway,1976,29.36,,,,,,17.55,,,,,,5.31,,,,,,3.18,,,,1,,,,0.62,,,,,,,,,,11.81,,,,12.24,,,,2.12,,,,2.18,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2965.316,2965.316,,,,98343.26562,,,0.2248078,147523.87,,,,,147523.87,433070.5,,,,517793,,,,782977.01,,,,939542.8,,,,1475524.65,,,,3139796.36,,,,115796.47,,,,,,,348347.99,,,,451497,,,,626411.23,,,,805547.34,,,,1290605.57,,,,,,319828.77,,,,385217.96,,,,579161.42,,,,689922.71,,,,1044447.78,,,,1985696.3,,,,1253515.27,,,,,,,,,,,,,,,,,,,3.634,1.38
Norway,1977,29.63,,,,,,17.7,,,,,,5.33,,,,,,3.19,,,,1,,,,0.62,,,,,,,,,,11.93,,,,12.38,,,,2.14,,,,2.19,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2987.496,2987.496,,,,108545.33594,,,0.2451378,148215.48,,,,,148215.48,439200.49,,,,524700.08,,,,789309.4,,,,944942.89,,,,1484539.75,,,,3382731.24,,,,115883.82,,,,,,,353700.9,,,,458547.75,,,,633675.91,,,,810043.68,,,,1273629.58,,,,,,325123.28,,,,391208.57,,,,587016.82,,,,695119.29,,,,1042678.94,,,,1936869.96,,,,1237263.39,,,,,,,,,,,,,,,,,,,3.645,1.378
Norway,1978,27.22,,,,,,16.28,,,,,,4.93,,,,,,2.97,,,,0.94,,,,0.58,,,,,,,,,,10.94,,,,11.35,,,,1.96,,,,2.03,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3014.764,3014.764,,,,128727.35938,,,0.2651204,161055.09,,,,,161055.09,438415.5,,,,524500.7,,,,794712.63,,,,956641.82,,,,1518736.57,,,,3347503.55,,,,130237.27,,,,,,,352330.31,,,,456947.72,,,,632783.43,,,,816118.14,,,,1315540.24,,,,,,323626.58,,,,390011.53,,,,585017.29,,,,695910.31,,,,1061404.67,,,,2031530.05,,,,1276778.54,,,,,,,,,,,,,,,,,,,3.555,1.391
Norway,1979,26.58,,,,,,15.94,,,,,,4.91,,,,,,3.01,,,,1.02,,,,0.65,,,,,,,,,,10.64,,,,11.02,,,,1.91,,,,1.99,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3037.129,3037.129,,,,137116.07812,,,0.2777394,162550.27,,,,,162550.27,432090.68,,,,518145.29,,,,798870.86,,,,977059.7,,,,1655886.43,,,,3740245,,,,132601.34,,,,,,,346036.06,,,,447963.9,,,,620682.01,,,,807353.02,,,,1424291.04,,,,,,317923.95,,,,382732.91,,,,573559.28,,,,683014.41,,,,1073308.37,,,,2513147.4,,,,1349466.54,,,,,,,,,,,,,,,,,,,3.159,1.463
Norway,1980,25.26,,,,,,15.06,,,,,,4.6,,,,,,2.82,,,,0.98,,,,0.64,,,,,,,,,,10.19,,,,10.46,,,,1.79,,,,1.84,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3061.807,3061.807,,,,156663.35938,,,0.3080028,166125.01,,,,,166125.01,419563.69,,,,500423.46,,,,764663.08,,,,935474.19,,,,1625212.74,,,,3895857.65,,,,137965.16,,,,,,,338703.92,,,,434363.56,,,,593851.97,,,,763039.55,,,,1372918.86,,,,,,312334.86,,,,373373.27,,,,550644.41,,,,651942.2,,,,1000965.04,,,,2632443.91,,,,1275962.58,,,,,,,,,,,,,,,,,,,3.054,1.487
Norway,1981,24.67,,,,,,14.71,,,,,,4.47,,,,,,2.72,,,,0.94,,,,0.62,,,,,,,,,,9.96,,,,10.24,,,,1.75,,,,1.78,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3089.071,3089.071,,,,178976.875,,,0.3500048,165536.99,,,,,165536.99,408318.97,,,,486939.13,,,,740112.99,,,,901968.96,,,,1559204.76,,,,3753443.93,,,,138561.21,,,,,,,329698.82,,,,423645.66,,,,578257.02,,,,737660.01,,,,1315400.41,,,,,,303710.14,,,,363709.32,,,,537135.52,,,,632277.08,,,,961415.44,,,,2476537.61,,,,1212840.58,,,,,,,,,,,,,,,,,,,3.09,1.478
Norway,1982,24.36,,,,,,14.5,,,,,,4.43,,,,,,2.72,,,,0.97,,,,0.65,,,,,,,,,,9.86,,,,10.07,,,,1.71,,,,1.74,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3118.206,3118.206,,,,201213.35938,,,0.3898074,165539.62,,,,,165539.62,403274.47,,,,479973.95,,,,732553.01,,,,899111.52,,,,1613962.74,,,,4041751.3,,,,139124.63,,,,,,,326574.98,,,,416829.19,,,,565994.49,,,,720398.72,,,,1344208.46,,,,,,301174.39,,,,359408.28,,,,526542.11,,,,618510.61,,,,946621.37,,,,2701334.16,,,,1235995.06,,,,,,,,,,,,,,,,,,,2.915,1.522
Norway,1983,24,,,,,,14.34,,,,,,4.42,,,,,,2.72,,,,0.98,,,,0.66,,,,,,,,,,9.65,,,,9.93,,,,1.69,,,,1.74,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3146.11,3146.11,,,,221096.15625,,,0.4225946,166296.6,,,,,166296.6,399046.05,,,,477072.21,,,,734392.64,,,,905697.52,,,,1637624.43,,,,4022355.34,,,,140435.55,,,,,,,321019.89,,,,412742.11,,,,563087.76,,,,722715.79,,,,1372654.33,,,,,,295555.15,,,,354240.24,,,,523433.14,,,,615720.17,,,,965937.64,,,,2693598.28,,,,1273087.83,,,,,,,,,,,,,,,,,,,2.871,1.534
Norway,1984,23.57,,,,,,14.13,,,,,,4.39,,,,,,2.72,,,,1,,,,0.68,,,,,,,,,,9.44,,,,9.74,,,,1.67,,,,1.72,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3173.484,3173.484,,,,244353.59375,,,0.4491294,171439.53,,,,,171439.53,404014.72,,,,484324.29,,,,752544.87,,,,933220.21,,,,1716332.54,,,,4242962.6,,,,145597.84,,,,,,,323705.15,,,,417269.14,,,,571869.54,,,,737442.13,,,,1435595.86,,,,,,297687.05,,,,357358.05,,,,531472.69,,,,626322.86,,,,985239.48,,,,2934789.07,,,,1309422.24,,,,,,,,,,,,,,,,,,,2.793,1.558
Norway,1985,23.64,,,,,,14.21,,,,,,4.45,,,,,,2.77,,,,1.01,,,,0.68,,,,,,,,,,9.43,,,,9.76,,,,1.68,,,,1.75,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3199.745,3199.745,,,,268341.84375,,,0.4745768,176712.21,,,,,176712.21,417711.82,,,,502270.52,,,,786315.02,,,,977543.87,,,,1787554.35,,,,4572599.87,,,,149934.47,,,,,,,333153.11,,,,431259.4,,,,595086.16,,,,775041.26,,,,1478104.85,,,,,,306167.54,,,,368328.19,,,,551438.72,,,,652792.19,,,,1042402.5,,,,2912279.15,,,,1354048.61,,,,,,,,,,,,,,,,,,,2.804,1.554
